Date & Time,Customer ID,Product ID,Quantity Sold,Unit Price,Total Transaction Amount,Store ID
2023-06-08 19:03:40,C0630,P092,5,20.35,101.75,S004
2023-06-09 06:00:05,C0070,P026,1,63.32,63.32,S006
2023-06-09 19:33:24,C0465,P051,2,96.8,193.6,S001
2023-06-09 19:53:21,C0943,P045,1,87.12,87.12,S002
2023-06-09 19:53:52,C0048,P066,1,80.5,80.5,S007
2023-06-09 21:58:09,C0257,P035,4,83.11,332.43,S009
2023-06-10 05:21:48,C0981,P030,9,84.96,764.61,S008
2023-06-10 05:43:46,C0804,P086,3,1.04,3.11,S002
2023-06-10 09:57:23,C0707,P014,9,65.41,588.65,S008
2023-06-10 10:29:52,C0271,P001,8,81.85,654.77,S010
2023-06-10 18:00:06,C0701,P092,4,25.93,103.73,S002
2023-06-10 23:44:51,C0959,P047,9,80.88,727.88,S009
2023-06-11 00:49:06,C0132,P025,1,49.57,49.57,S003
2023-06-11 02:01:58,C0545,P057,1,62.99,62.99,S009
2023-06-11 04:57:51,C0291,P049,1,17.43,17.43,S008
2023-06-11 04:58:26,C0478,P040,8,96.27,770.18,S001
2023-06-11 11:53:50,C0853,P087,8,42.68,341.46,S006
2023-06-11 12:54:20,C0683,P067,9,18.54,166.89,S010
2023-06-11 21:38:08,C0538,P024,6,7.51,45.04,S002
2023-06-12 03:45:10,C0360,P070,2,90.3,180.61,S006
2023-06-13 00:27:42,C0907,P024,2,39.65,79.29,S007
2023-06-13 10:17:42,C0939,P080,3,55.57,166.7,S010
2023-06-14 06:26:59,C0723,P085,2,12.58,25.17,S003
2023-06-14 08:01:57,C0505,P048,1,54.12,54.12,S006
2023-06-14 18:15:55,C0750,P005,5,57.76,288.82,S010
2023-06-14 18:30:07,C0926,P075,2,72.04,144.08,S003
2023-06-14 21:56:53,C0285,P019,9,58.44,525.95,S008
2023-06-15 11:24:14,C0258,P099,6,72.05,432.32,S007
2023-06-16 06:38:36,C0307,P063,5,22.12,110.59,S007
2023-06-16 19:12:46,C0118,P016,2,72.84,145.68,S008
2023-06-17 01:19:44,C0114,P070,4,97.28,389.12,S004
2023-06-17 02:55:15,C0314,P016,1,24.83,24.83,S010
2023-06-17 07:44:49,C0490,P037,8,47.65,381.18,S003
2023-06-17 08:12:14,C0704,P045,5,4.91,24.57,S006
2023-06-17 08:41:46,C0029,P045,6,79.96,479.75,S001
2023-06-17 09:41:40,C0224,P021,9,89.73,807.57,S005
2023-06-17 12:51:45,C0409,P082,4,75.32,301.26,S005
2023-06-17 13:43:57,C0507,P087,8,95.82,766.56,S004
2023-06-17 20:24:37,C0673,P089,4,41.71,166.85,S007
2023-06-18 02:22:43,C0372,P100,2,24.59,49.19,S008
2023-06-19 05:30:18,C0967,P085,3,9.51,28.54,S004
2023-06-19 06:58:54,C0493,P071,9,55.94,503.48,S006
2023-06-19 15:12:27,C0391,P022,8,96.0,768.0,S008
2023-06-19 18:42:09,C0731,P030,3,40.5,121.5,S004
2023-06-19 20:51:43,C0399,P019,5,24.64,123.22,S003
2023-06-20 08:18:49,C0034,P015,2,10.79,21.59,S010
2023-06-20 16:03:53,C0728,P008,3,55.56,166.68,S006
2023-06-21 06:35:14,C0252,P045,1,18.04,18.04,S004
2023-06-21 09:37:34,C0182,P087,7,59.31,415.15,S001
2023-06-21 17:19:54,C0328,P036,4,51.53,206.13,S005
2023-06-21 17:27:22,C0171,P026,9,70.25,632.24,S010
2023-06-22 17:49:39,C0710,P022,2,65.79,131.59,S006
2023-06-22 18:20:43,C0115,P088,2,27.18,54.35,S005
2023-06-22 21:00:19,C0200,P063,5,23.97,119.83,S007
2023-06-22 22:55:50,C0474,P082,4,11.78,47.11,S009
2023-06-23 07:31:43,C0947,P076,4,60.46,241.85,S008
2023-06-23 23:53:15,C0073,P067,2,11.81,23.62,S004
2023-06-25 12:10:05,C0609,P048,2,52.57,105.13,S003
2023-06-25 19:44:15,C0540,P081,7,68.05,476.37,S003
2023-06-26 00:09:46,C0517,P082,2,89.96,179.91,S009
2023-06-26 05:55:39,C0379,P033,2,33.41,66.82,S010
2023-06-27 13:06:38,C0520,P037,6,97.3,583.79,S006
2023-06-27 21:39:32,C0259,P022,1,11.24,11.24,S010
2023-06-27 22:30:59,C0706,P008,4,62.07,248.29,S003
2023-06-28 21:37:47,C0948,P041,5,9.34,46.72,S006
2023-06-28 22:17:17,C0956,P053,1,85.12,85.12,S005
2023-06-29 03:18:03,C0757,P003,4,38.09,152.37,S007
2023-06-29 06:08:05,C0103,P047,3,18.46,55.39,S004
2023-06-29 22:37:45,C0414,P073,2,19.5,39.0,S007
2023-06-30 04:18:51,C0415,P081,8,93.67,749.35,S008
2023-06-30 05:29:42,C0603,P088,8,3.29,26.35,S007
2023-06-30 06:42:51,C0590,P008,3,22.0,65.99,S006
2023-06-30 22:24:15,C0451,P040,9,54.82,493.34,S006
2023-07-01 01:56:11,C0496,P076,5,29.61,148.05,S005
2023-07-01 06:14:42,C0994,P030,2,7.98,15.96,S004
2023-07-02 00:40:24,C0549,P033,3,58.11,174.33,S001
2023-07-03 12:13:41,C0491,P023,6,65.89,395.35,S002
2023-07-03 14:40:09,C0586,P036,8,42.12,336.92,S007
2023-07-04 04:43:49,C0681,P002,9,97.74,879.64,S004
2023-07-04 08:39:09,C0904,P016,3,81.79,245.38,S007
2023-07-04 21:37:58,C0722,P099,3,37.9,113.69,S003
2023-07-04 23:42:47,C0765,P084,5,3.31,16.55,S005
2023-07-05 10:41:51,C0032,P023,2,19.61,39.22,S005
2023-07-05 13:50:27,C0064,P077,2,24.35,48.71,S010
2023-07-06 06:45:52,C0034,P097,8,12.45,99.58,S008
2023-07-06 21:46:54,C0701,P041,9,11.42,102.75,S002
2023-07-06 22:42:51,C0903,P019,2,30.18,60.35,S002
2023-07-06 22:45:47,C0648,P045,3,48.44,145.31,S007
2023-07-07 16:58:57,C0073,P073,7,31.1,217.73,S008
2023-07-07 17:31:27,C0488,P081,5,60.94,304.68,S004
2023-07-07 19:46:58,C0461,P040,9,7.8,70.16,S003
2023-07-08 17:22:13,C0876,P069,7,30.28,211.94,S009
2023-07-09 17:05:44,C0915,P075,3,19.07,57.21,S004
2023-07-10 03:21:26,C0622,P085,8,85.88,687.06,S009
2023-07-10 10:45:47,C0796,P091,9,6.28,56.56,S010
2023-07-10 19:08:09,C0879,P042,1,87.32,87.32,S001
2023-07-10 20:51:55,C0262,P082,7,89.94,629.6,S004
2023-07-10 21:55:01,C0477,P023,4,8.35,33.4,S006
2023-07-12 09:10:48,C0101,P021,4,74.28,297.12,S006
2023-07-12 22:16:07,C0317,P026,6,55.93,335.61,S008
2023-07-13 04:01:19,C0588,P038,6,25.26,151.53,S005
2023-07-13 07:35:21,C0120,P089,4,40.49,161.95,S004
2023-07-13 16:42:15,C0406,P032,2,29.68,59.35,S008
2023-07-13 18:22:10,C0128,P013,9,29.12,262.12,S006
2023-07-14 02:55:15,C0284,P073,2,25.98,51.96,S002
2023-07-14 05:33:30,C0526,P083,5,26.63,133.16,S002
2023-07-14 07:34:13,C0490,P032,8,96.15,769.23,S008
2023-07-14 10:25:53,C0240,P055,9,40.76,366.85,S001
2023-07-15 09:04:40,C0780,P044,5,16.69,83.46,S009
2023-07-15 20:47:58,C0645,P015,2,13.34,26.67,S005
2023-07-15 22:52:45,C0809,P069,1,15.06,15.06,S002
2023-07-17 15:49:47,C0975,P076,5,57.85,289.25,S009
2023-07-18 18:44:24,C0239,P079,9,26.49,238.41,S004
2023-07-19 13:10:33,C0989,P055,6,14.65,87.9,S008
2023-07-19 18:38:18,C0059,P066,8,81.73,653.81,S001
2023-07-19 23:03:12,C0112,P028,6,24.32,145.9,S006
2023-07-20 01:01:15,C0816,P096,1,14.14,14.14,S007
2023-07-21 05:49:33,C0978,P042,7,58.71,410.99,S006
2023-07-21 11:09:12,C0406,P044,8,19.72,157.75,S009
2023-07-21 18:32:52,C0779,P094,2,43.8,87.61,S009
2023-07-22 19:40:11,C0490,P093,8,65.58,524.63,S007
2023-07-22 23:14:31,C0042,P049,3,52.97,158.9,S001
2023-07-23 03:05:51,C0545,P032,1,77.91,77.91,S006
2023-07-23 23:34:19,C0741,P065,7,31.02,217.11,S010
2023-07-24 02:37:57,C0296,P096,9,62.47,562.22,S010
2023-07-24 22:59:10,C0293,P094,1,8.13,8.13,S002
2023-07-25 01:27:18,C0719,P005,8,67.45,539.56,S003
2023-07-25 03:41:32,C0812,P061,2,52.05,104.11,S006
2023-07-25 07:55:36,C0284,P066,3,82.66,247.98,S002
2023-07-26 03:26:45,C0453,P028,6,88.23,529.39,S003
2023-07-26 17:36:23,C0017,P045,8,23.23,185.86,S005
2023-07-27 12:15:02,C0770,P015,6,80.49,482.92,S007
2023-07-27 13:58:39,C0996,P015,7,74.7,522.93,S004
2023-07-28 04:31:27,C0064,P015,5,11.59,57.94,S005
2023-07-28 12:15:29,C0828,P053,2,65.85,131.7,S008
2023-07-28 13:22:15,C0507,P020,6,36.42,218.53,S002
2023-07-28 15:03:51,C0288,P050,5,60.47,302.33,S003
2023-07-28 20:44:51,C0134,P080,3,60.26,180.79,S004
2023-07-29 01:35:08,C0073,P058,1,96.29,96.29,S010
2023-07-29 21:59:58,C0155,P033,2,7.84,15.69,S010
2023-07-30 04:04:40,C0858,P023,8,87.77,702.15,S007
2023-07-30 04:50:28,C0749,P013,1,56.88,56.88,S006
2023-07-30 09:37:48,C0341,P041,9,83.33,749.96,S009
2023-07-30 16:48:24,C0859,P045,8,80.59,644.75,S001
2023-07-30 17:39:32,C0985,P073,7,50.68,354.78,S008
2023-07-30 19:35:08,C0692,P029,5,56.67,283.35,S004
2023-07-30 21:58:11,C0588,P079,1,80.34,80.34,S005
2023-07-31 00:13:59,C0803,P008,5,45.83,229.13,S008
2023-07-31 04:58:58,C0753,P045,9,39.77,357.9,S002
2023-07-31 09:25:00,C0636,P068,8,93.87,750.95,S001
2023-07-31 18:32:02,C0604,P059,4,35.02,140.07,S006
2023-08-01 13:23:42,C0454,P057,6,56.18,337.1,S003
2023-08-02 03:20:34,C0614,P026,1,46.8,46.8,S010
2023-08-02 09:02:24,C0061,P001,3,74.18,222.55,S005
2023-08-02 09:42:09,C0847,P013,9,67.81,610.28,S002
2023-08-02 09:43:32,C0945,P053,8,14.26,114.11,S003
2023-08-02 10:43:16,C0715,P035,1,77.31,77.31,S007
2023-08-03 00:05:37,C0188,P012,8,2.38,19.01,S002
2023-08-03 16:48:01,C0529,P037,2,75.66,151.32,S006
2023-08-04 16:40:01,C0512,P043,5,64.22,321.11,S002
2023-08-05 04:36:06,C0812,P084,7,22.99,160.9,S001
2023-08-05 13:11:55,C0775,P079,5,99.92,499.59,S001
2023-08-05 17:44:36,C0639,P021,3,96.91,290.73,S009
2023-08-05 20:44:22,C0060,P007,7,62.66,438.61,S001
2023-08-06 00:51:28,C0969,P099,8,13.67,109.36,S006
2023-08-06 09:57:52,C0374,P049,1,90.11,90.11,S001
2023-08-06 11:20:10,C0676,P054,4,10.64,42.55,S006
2023-08-06 16:08:41,C0116,P011,9,19.41,174.7,S006
2023-08-07 09:23:39,C0364,P074,7,33.98,237.85,S008
2023-08-07 14:50:49,C0234,P055,5,97.17,485.87,S008
2023-08-08 07:42:42,C0897,P027,8,95.51,764.07,S006
2023-08-08 12:52:48,C0413,P071,5,71.43,357.13,S009
2023-08-08 13:32:15,C0952,P089,9,13.34,120.05,S006
2023-08-08 17:26:13,C0448,P068,7,11.0,77.01,S010
2023-08-08 20:29:15,C0457,P014,4,63.58,254.32,S005
2023-08-09 18:57:48,C0148,P075,2,11.53,23.06,S007
2023-08-10 01:12:29,C0069,P070,6,60.87,365.23,S009
2023-08-10 07:17:35,C0332,P006,3,39.75,119.26,S005
2023-08-10 15:13:01,C0316,P078,8,27.87,223.0,S005
2023-08-11 00:59:27,C0274,P011,1,50.83,50.83,S002
2023-08-11 04:00:37,C0451,P034,3,33.26,99.79,S007
2023-08-12 03:14:57,C0369,P069,4,81.55,326.21,S008
2023-08-12 07:27:39,C0062,P085,6,48.34,290.03,S008
2023-08-12 12:04:48,C0577,P074,7,72.65,508.54,S004
2023-08-12 23:01:09,C0744,P074,8,24.76,198.12,S005
2023-08-13 09:02:05,C0957,P045,7,70.57,493.98,S005
2023-08-13 12:25:31,C0152,P039,3,82.27,246.82,S010
2023-08-13 13:51:13,C0506,P086,4,71.71,286.82,S006
2023-08-14 13:49:30,C0113,P066,4,64.55,258.21,S009
2023-08-14 18:32:42,C0393,P081,1,97.58,97.58,S002
2023-08-15 08:23:44,C0203,P023,5,33.15,165.73,S010
2023-08-15 12:09:06,C0407,P099,5,11.36,56.82,S007
2023-08-15 13:18:09,C0400,P035,4,87.53,350.12,S003
2023-08-15 16:27:23,C0597,P054,4,62.04,248.18,S005
2023-08-16 00:18:39,C0649,P006,1,43.15,43.15,S004
2023-08-16 06:35:20,C0964,P007,7,19.67,137.66,S009
2023-08-16 09:52:10,C0971,P005,1,97.03,97.03,S006
2023-08-16 19:13:18,C0287,P019,2,16.26,32.53,S001
2023-08-17 01:41:44,C0631,P048,3,59.23,177.7,S003
2023-08-18 11:52:19,C0953,P034,8,72.53,580.22,S010
2023-08-19 07:42:34,C0367,P091,7,12.0,83.97,S010
2023-08-19 11:08:53,C0576,P071,3,12.71,38.14,S002
2023-08-19 22:02:10,C0504,P053,8,77.2,617.58,S008
2023-08-20 13:03:26,C0231,P067,6,83.74,502.41,S002
2023-08-20 16:43:40,C0741,P082,8,80.18,641.42,S006
2023-08-21 17:50:05,C0057,P060,4,54.67,218.68,S005
2023-08-21 20:14:53,C0125,P028,2,97.11,194.22,S007
2023-08-22 00:03:03,C0067,P030,6,9.72,58.34,S002
2023-08-22 09:01:13,C0701,P004,6,31.01,186.07,S003
2023-08-22 10:46:22,C0557,P033,7,42.09,294.66,S001
2023-08-23 17:11:30,C0684,P071,1,84.73,84.73,S008
2023-08-24 01:35:44,C0506,P074,6,11.04,66.25,S010
2023-08-25 00:48:35,C0576,P061,7,45.86,321.03,S007
2023-08-25 18:39:49,C0133,P065,3,26.68,80.04,S006
2023-08-25 22:35:41,C0826,P089,2,16.89,33.79,S008
2023-08-27 04:30:15,C0532,P042,3,73.16,219.48,S008
2023-08-27 09:24:08,C0276,P031,3,51.79,155.37,S007
2023-08-27 11:59:26,C0411,P014,8,75.2,601.63,S001
2023-08-27 18:02:01,C0676,P053,7,40.85,285.92,S001
2023-08-27 18:51:09,C0391,P057,2,84.88,169.77,S006
2023-08-29 08:44:04,C0435,P055,4,38.84,155.36,S002
2023-08-29 14:40:32,C0720,P058,2,59.37,118.74,S005
2023-08-31 10:18:09,C0849,P090,7,56.15,393.04,S005
2023-08-31 10:47:05,C0586,P095,6,98.62,591.75,S010
2023-08-31 20:47:37,C0379,P037,2,46.02,92.05,S009
2023-08-31 22:05:43,C0562,P013,7,72.13,504.94,S006
2023-09-02 15:46:29,C0533,P024,2,39.08,78.16,S008
2023-09-02 21:26:39,C0249,P098,9,46.29,416.62,S004
2023-09-03 17:27:38,C0296,P050,2,4.15,8.3,S002
2023-09-03 19:35:06,C0114,P093,8,53.52,428.2,S005
2023-09-04 01:44:54,C0023,P045,6,5.13,30.77,S004
2023-09-05 00:47:10,C0147,P099,9,35.81,322.33,S004
2023-09-05 02:04:59,C0762,P035,1,67.59,67.59,S004
2023-09-05 20:15:28,C0349,P004,3,70.35,211.06,S006
2023-09-06 02:28:20,C0787,P070,2,14.61,29.21,S002
2023-09-06 05:13:55,C0021,P056,8,44.91,359.25,S007
2023-09-06 09:44:07,C0844,P009,8,28.57,228.6,S002
2023-09-06 17:20:02,C0443,P058,1,80.14,80.14,S003
2023-09-07 20:53:39,C0938,P015,3,75.14,225.42,S004
2023-09-07 22:34:45,C0631,P099,3,31.98,95.93,S001
2023-09-08 16:55:52,C0097,P049,3,12.69,38.08,S006
2023-09-08 19:59:34,C0768,P030,2,97.76,195.52,S004
2023-09-08 23:14:20,C0995,P058,1,65.35,65.35,S003
2023-09-09 06:30:33,C0931,P031,4,34.94,139.77,S003
2023-09-09 09:32:39,C0184,P090,8,37.3,298.4,S010
2023-09-09 13:33:13,C0775,P084,4,78.0,311.98,S008
2023-09-09 15:44:47,C0505,P056,2,6.49,12.98,S010
2023-09-09 18:03:00,C0537,P047,6,35.49,212.97,S006
2023-09-10 10:08:25,C0392,P086,4,17.63,70.51,S009
2023-09-10 14:20:59,C0766,P025,3,5.08,15.25,S008
2023-09-10 20:07:51,C0571,P047,3,37.13,111.39,S009
2023-09-11 00:42:13,C0899,P055,9,83.2,748.84,S009
2023-09-11 21:17:16,C0120,P084,8,62.57,500.56,S009
2023-09-12 10:23:01,C0047,P013,8,56.74,453.92,S006
2023-09-12 13:12:57,C0403,P081,3,59.96,179.88,S007
2023-09-13 13:07:49,C0810,P037,8,8.57,68.55,S003
2023-09-13 14:15:24,C0648,P042,7,14.23,99.62,S008
2023-09-13 16:09:12,C0690,P029,2,50.59,101.19,S005
2023-09-14 07:36:22,C0523,P066,2,82.47,164.94,S010
2023-09-14 19:37:47,C0761,P008,6,89.81,538.88,S001
2023-09-15 00:57:11,C0847,P010,8,46.41,371.3,S004
2023-09-15 10:25:16,C0756,P002,1,89.64,89.64,S010
2023-09-15 18:50:15,C0006,P068,9,48.31,434.79,S004
2023-09-16 10:34:00,C0395,P095,2,6.53,13.07,S001
2023-09-16 12:53:36,C0719,P045,8,70.54,564.36,S008
2023-09-16 17:03:48,C0145,P033,7,16.24,113.68,S001
2023-09-17 08:38:31,C0579,P055,8,12.74,101.89,S010
2023-09-17 10:05:43,C0145,P073,2,17.07,34.14,S002
2023-09-17 11:00:04,C0738,P061,4,58.48,233.9,S001
2023-09-17 13:19:59,C0074,P064,5,79.27,396.35,S001
2023-09-18 04:30:37,C0521,P015,6,28.18,169.06,S009
2023-09-18 05:54:14,C0315,P056,6,1.21,7.28,S002
2023-09-18 14:54:09,C0445,P099,1,53.8,53.8,S006
2023-09-18 17:29:59,C0432,P053,2,36.11,72.22,S001
2023-09-19 01:23:04,C0960,P050,3,38.56,115.67,S010
2023-09-19 02:07:45,C0539,P022,9,75.16,676.48,S009
2023-09-19 03:38:51,C0500,P021,6,81.3,487.82,S009
2023-09-19 23:22:39,C0158,P094,7,45.65,319.56,S005
2023-09-20 07:50:37,C0751,P068,4,98.53,394.12,S008
2023-09-20 09:24:29,C0666,P076,4,82.45,329.79,S002
2023-09-20 13:53:36,C0654,P097,8,40.41,323.3,S004
2023-09-20 13:53:54,C0877,P013,7,74.58,522.03,S007
2023-09-21 00:26:49,C0681,P036,4,35.04,140.17,S002
2023-09-21 03:21:12,C0912,P024,4,20.94,83.76,S002
2023-09-21 07:52:13,C0805,P020,2,8.6,17.2,S005
2023-09-21 09:17:32,C0103,P062,4,34.71,138.86,S006
2023-09-22 02:59:22,C0578,P036,2,56.55,113.11,S001
2023-09-22 13:32:18,C0609,P094,8,36.23,289.82,S004
2023-09-22 19:25:16,C0869,P092,9,72.42,651.75,S006
2023-09-22 23:20:32,C0330,P012,6,87.41,524.46,S010
2023-09-23 05:02:23,C0416,P087,7,18.62,130.32,S009
2023-09-23 07:41:47,C0738,P047,7,69.94,489.56,S006
2023-09-23 10:39:00,C0106,P059,5,54.49,272.46,S008
2023-09-23 12:04:35,C0095,P023,8,49.65,397.21,S006
2023-09-23 18:06:10,C0632,P052,6,56.75,340.47,S008
2023-09-23 18:17:31,C0308,P045,4,7.8,31.21,S009
2023-09-23 20:22:56,C0287,P030,5,39.71,198.53,S004
2023-09-23 23:25:05,C0318,P072,6,2.87,17.25,S003
2023-09-24 02:51:57,C0243,P061,2,50.95,101.91,S010
2023-09-24 07:14:52,C0992,P066,6,9.06,54.38,S006
2023-09-25 00:08:01,C0416,P082,6,94.52,567.13,S003
2023-09-25 16:51:15,C0955,P079,1,68.72,68.72,S001
2023-09-25 21:00:02,C0504,P043,5,6.97,34.84,S001
2023-09-26 00:08:46,C0734,P071,6,12.45,74.7,S001
2023-09-26 01:20:08,C0491,P062,5,44.71,223.57,S002
2023-09-26 17:04:55,C0481,P025,4,31.34,125.36,S005
2023-09-26 22:31:58,C0382,P016,6,92.73,556.37,S008
2023-09-27 15:45:17,C0477,P053,3,78.28,234.83,S003
2023-09-28 10:50:29,C0733,P097,6,32.98,197.85,S009
2023-09-28 12:51:58,C0034,P062,7,98.79,691.53,S005
2023-09-28 14:42:38,C0942,P076,4,60.25,240.99,S007
2023-09-29 08:43:18,C0511,P008,1,38.99,38.99,S002
2023-10-01 00:24:05,C0334,P064,3,38.33,115.0,S004
2023-10-01 07:50:34,C0041,P026,8,71.88,575.08,S001
2023-10-01 10:39:15,C0328,P085,1,9.46,9.46,S004
2023-10-02 19:24:59,C0591,P010,3,44.41,133.23,S010
2023-10-03 13:10:21,C0917,P098,4,43.23,172.94,S006
2023-10-03 13:12:44,C0092,P065,2,38.96,77.91,S006
2023-10-03 22:43:46,C0518,P088,6,54.06,324.35,S002
2023-10-03 23:03:15,C0092,P060,5,18.19,90.97,S003
2023-10-04 12:33:51,C0214,P055,7,4.39,30.73,S002
2023-10-04 19:13:45,C0338,P012,4,77.67,310.68,S003
2023-10-04 21:16:39,C0790,P017,1,84.83,84.83,S008
2023-10-05 02:07:54,C0774,P083,4,53.69,214.77,S001
2023-10-05 05:49:39,C0324,P081,6,44.03,264.19,S010
2023-10-05 20:59:25,C0197,P061,4,41.56,166.22,S003
2023-10-06 00:25:45,C0492,P038,2,52.25,104.5,S006
2023-10-06 11:42:44,C0227,P033,7,62.68,438.74,S007
2023-10-06 15:36:53,C0058,P021,9,19.05,171.42,S010
2023-10-06 15:55:39,C0086,P074,3,75.52,226.57,S001
2023-10-07 23:17:47,C0296,P061,7,64.42,450.94,S009
2023-10-08 09:04:48,C0470,P082,4,62.78,251.12,S007
2023-10-08 18:45:40,C0050,P082,7,1.31,9.14,S001
2023-10-09 02:49:19,C0955,P059,2,99.54,199.08,S008
2023-10-09 04:24:01,C0930,P008,3,99.95,299.86,S005
2023-10-09 04:54:06,C0978,P083,8,15.95,127.57,S006
2023-10-10 02:21:43,C0312,P061,3,87.42,262.25,S003
2023-10-10 21:17:37,C0349,P044,9,51.2,460.82,S009
2023-10-10 22:07:32,C0085,P084,8,20.97,167.75,S010
2023-10-11 10:31:42,C0701,P089,6,88.19,529.12,S005
2023-10-11 12:04:35,C0222,P020,7,87.54,612.81,S001
2023-10-11 12:59:39,C0492,P023,7,3.09,21.61,S008
2023-10-11 21:21:44,C0489,P059,5,67.1,335.5,S004
2023-10-11 23:58:21,C0345,P056,1,42.61,42.61,S007
2023-10-12 04:25:45,C0208,P021,2,65.9,131.8,S001
2023-10-13 08:43:39,C0736,P051,1,63.08,63.08,S010
2023-10-13 19:17:05,C0683,P100,6,35.08,210.49,S001
2023-10-13 23:33:18,C0354,P033,7,73.81,516.67,S002
2023-10-14 15:35:17,C0709,P044,4,96.46,385.86,S006
2023-10-14 18:07:10,C0273,P097,3,96.06,288.18,S009
2023-10-14 19:15:45,C0551,P085,4,63.13,252.51,S006
2023-10-15 13:50:20,C0681,P013,1,29.85,29.85,S010
2023-10-15 17:24:26,C0665,P043,9,41.84,376.6,S009
2023-10-15 19:16:39,C0032,P092,3,87.32,261.96,S009
2023-10-16 03:27:17,C0349,P073,6,23.49,140.92,S010
2023-10-16 05:21:31,C0208,P011,1,33.29,33.29,S001
2023-10-16 08:30:54,C0949,P035,4,8.46,33.82,S008
2023-10-17 12:04:17,C0290,P080,8,61.7,493.63,S010
2023-10-18 00:38:21,C0577,P081,6,84.53,507.17,S004
2023-10-18 04:57:59,C0614,P047,7,91.9,643.31,S010
2023-10-19 00:25:31,C0413,P085,4,50.73,202.92,S005
2023-10-19 16:22:30,C0738,P093,2,28.63,57.25,S005
2023-10-20 04:29:37,C0396,P021,2,74.32,148.63,S008
2023-10-20 04:46:07,C0571,P092,7,24.65,172.55,S006
2023-10-20 09:53:31,C0996,P073,6,91.95,551.69,S002
2023-10-20 11:14:42,C0195,P041,7,40.54,283.81,S001
2023-10-20 15:07:03,C0092,P034,5,18.25,91.23,S004
2023-10-21 05:30:49,C0487,P055,8,86.01,688.06,S009
2023-10-21 08:55:05,C0593,P095,2,65.3,130.61,S007
2023-10-21 17:34:39,C0503,P067,1,40.25,40.25,S003
2023-10-22 02:18:05,C0686,P092,8,47.53,380.26,S005
2023-10-22 05:58:56,C0368,P069,4,63.45,253.79,S004
2023-10-24 06:00:36,C0069,P070,2,91.69,183.39,S008
2023-10-24 22:23:28,C0682,P004,7,20.79,145.55,S010
2023-10-25 06:00:59,C0774,P023,6,21.11,126.63,S006
2023-10-25 13:05:19,C0304,P096,1,67.96,67.96,S009
2023-10-25 17:19:32,C0702,P085,7,33.4,233.83,S005
2023-10-27 06:07:41,C0279,P072,2,19.73,39.46,S008
2023-10-27 06:31:34,C0347,P095,6,24.32,145.93,S002
2023-10-27 07:37:35,C0520,P030,1,75.07,75.07,S008
2023-10-28 01:05:54,C0106,P028,6,45.99,275.92,S006
2023-10-28 02:48:12,C0009,P076,9,73.5,661.54,S005
2023-10-28 09:10:06,C0287,P079,5,88.31,441.57,S005
2023-10-28 13:50:42,C0410,P007,8,90.91,727.28,S001
2023-10-28 17:02:32,C0492,P009,8,84.05,672.38,S010
2023-10-29 11:06:36,C0552,P079,5,11.89,59.44,S002
2023-10-29 15:58:56,C0572,P085,8,41.76,334.08,S008
2023-10-30 06:16:56,C0917,P071,7,43.72,306.05,S009
2023-10-30 08:11:01,C0613,P024,4,3.28,13.12,S007
2023-10-30 11:41:13,C0786,P002,5,49.76,248.78,S005
2023-10-31 00:16:27,C0898,P067,4,97.42,389.7,S006
2023-10-31 10:32:38,C0411,P060,6,85.04,510.24,S005
2023-10-31 16:29:09,C0804,P043,1,20.66,20.66,S005
2023-11-01 08:08:35,C0223,P027,1,35.76,35.76,S009
2023-11-01 15:12:17,C0311,P092,4,40.67,162.68,S010
2023-11-01 15:17:35,C0751,P045,7,51.12,357.84,S005
2023-11-01 18:23:50,C0464,P093,4,20.65,82.59,S004
2023-11-01 22:36:51,C0654,P001,6,98.48,590.88,S006
2023-11-01 22:37:57,C0152,P005,2,7.19,14.39,S010
2023-11-02 01:07:46,C0509,P033,8,45.88,367.06,S002
2023-11-02 04:07:24,C0677,P081,6,73.73,442.41,S010
2023-11-02 08:59:42,C0580,P021,2,56.43,112.86,S005
2023-11-02 11:47:32,C0688,P097,9,39.88,358.93,S003
2023-11-02 14:29:31,C0755,P074,7,56.37,394.56,S007
2023-11-02 16:24:18,C0947,P056,8,52.67,421.36,S003
2023-11-03 06:22:02,C0738,P089,9,40.91,368.19,S008
2023-11-03 12:27:11,C0720,P009,4,31.97,127.87,S004
2023-11-03 13:51:07,C0690,P054,9,86.33,776.99,S010
2023-11-03 16:29:07,C0724,P093,3,85.02,255.06,S001
2023-11-04 05:26:53,C0707,P054,3,26.93,80.79,S004
2023-11-04 21:51:42,C0659,P076,5,77.05,385.23,S009
2023-11-05 04:01:47,C0341,P033,2,7.49,14.99,S002
2023-11-05 08:47:55,C0120,P083,6,63.43,380.61,S005
2023-11-06 12:54:11,C0213,P023,4,32.96,131.83,S006
2023-11-06 19:28:04,C0900,P077,2,49.53,99.06,S004
2023-11-07 04:00:21,C0284,P055,6,39.44,236.67,S008
2023-11-07 08:51:40,C0571,P003,9,46.82,421.36,S005
2023-11-07 18:55:16,C0913,P091,9,67.1,603.88,S006
2023-11-07 19:49:27,C0984,P048,7,30.73,215.14,S009
2023-11-08 08:27:02,C0551,P090,4,95.25,380.99,S003
2023-11-08 21:49:24,C0540,P093,5,16.22,81.09,S003
2023-11-09 00:51:29,C0571,P080,5,16.19,80.96,S003
